Identifier,Status catalogue,Business line/Ligne d'affaires,Type of product/ Type de produit,Title/Titre (Eng),Description (English/anglais),Catalogue Link (EN),Title/Titre (Fra),Description (French/français),Catalogue Link (FR),Provider/Fournisseur,Homepage,Product has related courses/Ce produit a des cours connexes,Related courses/Cours connexes,Primary Intended Audience/Public ciblé principal,Total length of English product (h:mm:ss) / Durée totale du produit anglais (h:mm:ss),Total length of French product (h:mm:ss) / Durée totale du produit francais (h:mm:ss) copy,Duration - Showcard,Duration - Product page,Curriculum Architecture Placement/Emplacement dans l'architecture du curriculum,"If Corporate Skills, choose a sub-category/ Si Compétences organisationnelles, choisir une sous-catégorie","If Digital and Data, choose a sub-category/ Si numérique et données , choisir une sous-catégorie","If Healthy Workplace, choose a sub-category/ Si milieu de travail sain, choisir une sous-catégorie","If Public Sector Foundations, choose a sub-category/ Si fondements du secteur public, choisir une sous-catégorie","If Transferable Skills, choose a sub-category/ Si compétences transférables, choisir une sous-catégorie",Topics/Sujets,"Under Communication, are any of these sub-topics applicable?/Sous communication, un de ces sous-sujets est-il applicable ?","Under digital, data and design, are any of these sub-topics applicable?/Sous numérique, données et conception, un de ces sous-sujets est-il applicable ?","Under leadership, are any of these sub-topics applicable?/Sous leadership, un de ces sous-sujets est-il applicable ?","Under wellbeing, are any of these sub-topics applicable?/Sous mieux-être, un de ces sous-sujets est-il applicable ?","Under diversity, inclusion and Indigenous reconciliation, are any of these sub-topics applicable?/Sous diversité, inclusion et réconciliation avec les Autochtones, un de ces sous-sujets est-il applicable ?","Under working with others, are any of these sub-topics applicable?/Sous travailler ensemble, un de ces sous-sujets est-il applicable ?","Under project and product management, are any of these sub-topics applicable?/Sous gestion de produits et de projets, un de ces sous-sujets est-il applicable ?","Under government operations, are any of these sub-topics applicable?/Sous opérations gouvernementales, un de ces sous-sujets est-il applicable ?"
TRN4-J26,Active / Shown in catalogue,Transferable Skills/Compétences transférables,Job aid/Outil de travail,Using Pulse Surveys to Engage Your Team: Team Communication (TRN4-J26),"This job aid emphasizes the role of communications in successfully using team pulse surveys, including promoting, reporting and discussing the results (6 of 10).",https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J26&cm_locale=en,Utiliser les sondages éclair pour mobiliser son équipe : La communication au sein de l'équipe (TRN4-J26),"Cet outil de travail décrit le rôle de la communication dans l'utilisation réussie des sondages éclair, notamment la promotion, la transmission et la discussion des résultats (6 de 10).",https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J26&cm_locale=fr,CSPS/EFPC,CSPS website,No/Non,,"Employees/Employés,Managers/Gestionnaires,Supervisors/Superviseurs,Executives/Cadres",,,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Transferable Skills/Compétences transférables,,,,,Leadership,"Leadership/Leadership,Wellbeing/Mieux-être,Working with others/Travailler ensemble",Interpersonal communication/Communication interpersonnelle,,"Managing teams/Gestion d’équipe,Conflict resolution/Résolution de conflits,Operational effectiveness/Efficacité opérationnelle","Healthy workplace/Milieu de travail sain,Self-awareness/Conscience de soi,Resilience/Résilience",,"Engagement and consultation/Mobilisation et consultation,Virtual work/Travail virtuel,Managing teams/Gestion d’équipe",,
TRN4-J27,Active / Shown in catalogue,Transferable Skills/Compétences transférables,Job aid/Outil de travail,Using Pulse Surveys to Engage Your Team: Pulse Survey Results (TRN4-J27),"This job aid offers perspectives on viewing and interpreting the results of team pulse surveys, including benchmarking and completion rates (7 of 10).",https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J27&cm_locale=en,Utiliser les sondages éclair pour mobiliser son équipe : Résultats des sondages éclair (TRN4-J27),"Cet outil de travail présente des idées sur la consultation et l'interprétation des résultats des sondages éclair, notamment en ce qui concerne l'analyse comparative et le taux de réponse (7 de 10).",https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J27&cm_locale=fr,CSPS/EFPC,CSPS website,No/Non,,"Employees/Employés,Managers/Gestionnaires,Supervisors/Superviseurs,Executives/Cadres",,,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Transferable Skills/Compétences transférables,,,,,Leadership,"Leadership/Leadership,Wellbeing/Mieux-être,Working with others/Travailler ensemble",Interpersonal communication/Communication interpersonnelle,,"Managing teams/Gestion d’équipe,Conflict resolution/Résolution de conflits,Operational effectiveness/Efficacité opérationnelle","Healthy workplace/Milieu de travail sain,Self-awareness/Conscience de soi,Resilience/Résilience",,"Engagement and consultation/Mobilisation et consultation,Virtual work/Travail virtuel,Managing teams/Gestion d’équipe",,
TRN4-J28,Active / Shown in catalogue,Transferable Skills/Compétences transférables,Job aid/Outil de travail,Using Pulse Surveys to Engage Your Team: Team Follow Up (TRN4-J28),This job aid provides guidance on how to follow up on the results of team pulse surveys as an opportunity for improvement (8 of 10).,https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J28&cm_locale=en,Utiliser les sondages éclair pour mobiliser son équipe : Suite à donner au sein de l’équipe (TRN4-J28),Cet outil de travail fournit des conseils sur la façon de considérer le suivi des sondages comme une occasion de s'améliorer (8 de 10).,https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J28&cm_locale=fr,CSPS/EFPC,CSPS website,No/Non,,"Employees/Employés,Managers/Gestionnaires,Supervisors/Superviseurs,Executives/Cadres",,,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Transferable Skills/Compétences transférables,,,,,Leadership,"Leadership/Leadership,Wellbeing/Mieux-être,Working with others/Travailler ensemble",Interpersonal communication/Communication interpersonnelle,,"Managing teams/Gestion d’équipe,Conflict resolution/Résolution de conflits,Operational effectiveness/Efficacité opérationnelle","Healthy workplace/Milieu de travail sain,Self-awareness/Conscience de soi,Resilience/Résilience",,"Engagement and consultation/Mobilisation et consultation,Virtual work/Travail virtuel,Managing teams/Gestion d’équipe",,
TRN4-J29,Active / Shown in catalogue,Transferable Skills/Compétences transférables,Job aid/Outil de travail,Using Pulse Surveys to Engage Your Team: Case Study of a Team Pulse Survey (TRN4-J29),This job aid shares the real-life practices and challenges experienced by a group of public servants who have successfully adopted the use of team pulse surveys (9 of 10).,https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J29&cm_locale=en,Utiliser les sondages éclair pour mobiliser son équipe : Étude de cas d’un sondage éclair mené auprès d’une équipe (TRN4-J29),"Cet outil de travail décrit l'expérience réelle d'un groupe de fonctionnaires qui a adopté avec succès l'utilisation de sondages éclair, ainsi que les défis qu'il a rencontrés (9 de 10).",https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J29&cm_locale=fr,CSPS/EFPC,CSPS website,No/Non,,"Employees/Employés,Managers/Gestionnaires,Supervisors/Superviseurs,Executives/Cadres",,,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Transferable Skills/Compétences transférables,,,,,Leadership,"Leadership/Leadership,Wellbeing/Mieux-être,Working with others/Travailler ensemble",Interpersonal communication/Communication interpersonnelle,,"Managing teams/Gestion d’équipe,Conflict resolution/Résolution de conflits,Operational effectiveness/Efficacité opérationnelle","Healthy workplace/Milieu de travail sain,Self-awareness/Conscience de soi,Resilience/Résilience",,"Engagement and consultation/Mobilisation et consultation,Virtual work/Travail virtuel,Managing teams/Gestion d’équipe",,
TRN4-J30,Active / Shown in catalogue,Transferable Skills/Compétences transférables,Job aid/Outil de travail,Using Pulse Surveys to Engage Your Team: Worksheet for Creating a Pulse Survey (TRN4-J30),"This job aid consists of a fillable, step-by-step worksheet to help a work team develop its own team pulse surveys (10 of 10).",https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J30&cm_locale=en,Utiliser les sondages éclair pour mobiliser son équipe : Feuille de travail pour créer un sondage éclair (TRN4-J30),"Cet outil de travail se compose d'une feuille de travail détaillée à remplir, pour aider une équipe à concevoir ses propres sondages éclair (10 de 10).",https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J30&cm_locale=fr,CSPS/EFPC,CSPS website,No/Non,,"Employees/Employés,Managers/Gestionnaires,Supervisors/Superviseurs,Executives/Cadres",,,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Transferable Skills/Compétences transférables,,,,,Leadership,"Leadership/Leadership,Wellbeing/Mieux-être,Working with others/Travailler ensemble",Interpersonal communication/Communication interpersonnelle,,"Managing teams/Gestion d’équipe,Conflict resolution/Résolution de conflits,Operational effectiveness/Efficacité opérationnelle","Healthy workplace/Milieu de travail sain,Self-awareness/Conscience de soi,Resilience/Résilience",,"Engagement and consultation/Mobilisation et consultation,Virtual work/Travail virtuel,Managing teams/Gestion d’équipe",,
TRN4-J31,Active / Shown in catalogue,Transferable Skills/Compétences transférables,Job aid/Outil de travail,Using the GROW Model in a Coaching Approach (TRN4-J31),This job aid for participants of the Coaching for Effective Leadership (TRN402) course outlines the GROW Model coaching approach and lists examples of powerful questions by level of listening.,https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J31&cm_locale=en,Utilisation du modèle BROV (GROW) dans le cadre d'une approche de coaching (TRN4-J31),Cet outil de travail destiné aux participants du cours Coaching pour un leadership efficace (TRN402) décrit l'approche du modèle BROV (GROW) et fournit des exemples de questions pertinentes selon les différents niveaux d'écoute.,https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J31&cm_locale=fr,CSPS/EFPC,CSPS website,Yes/Oui,TRN402 - Coaching for Effective Leadership/Coaching pour un leadership efficace,Employees/Employés,,,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Transferable Skills/Compétences transférables,,,,,Leadership,Leadership/Leadership,,,Coaching and mentoring/Coaching et mentorat,,,,,
TRN4-J32,Active / Shown in catalogue,Transferable Skills/Compétences transférables,Job aid/Outil de travail,Peer Coaching Process: Using the GROW Model Approach (TRN4-J32),"This job aid for participants of the Introduction to Peer Coaching (TRN401) course outlines the flow of a coaching conversation between peer coaches and a coachee. 

  
",https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J32&cm_locale=en,Processus de coaching avec des pairs : utilisation du modèle BROV (GROW) (TRN4-J32),Cet outil de travail destiné aux participants du cours Introduction au coaching avec des pairs (TRN401) décrit le déroulement d'une conversation de coaching entre les coachs pairs et la personne faisant l'objet d'un coaching.  ,https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J32&cm_locale=fr,CSPS/EFPC,CSPS website,Yes/Oui,TRN401 - Introduction to Peer Coaching/Introduction au coaching avec des pairs,Employees/Employés,,,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Transferable Skills/Compétences transférables,,,,,Leadership,Leadership/Leadership,,,Coaching and mentoring/Coaching et mentorat,,,,,
TRN4-J33,Active / Shown in catalogue,Transferable Skills/Compétences transférables,Job aid/Outil de travail,Coaching for Resilience (TRN4-J33),This job aid serves to guide coaching conversations with peers that enable self-reflection and leadership development on the topic of resilience.,https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J33&cm_locale=en,Le coaching pour la résilience (TRN4-J33),Cet outil de travail aide à mener des conversations de coaching avec des pairs visant à stimuler la réflexion personnelle et le perfectionnement du leadership sur le thème de la résilience.,https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J33&cm_locale=fr,CSPS/EFPC,CSPS website,Yes/Oui,"TRN402 - Coaching for Effective Leadership/Coaching pour un leadership efficace,*Other/Autre",Employees/Employés,,,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Transferable Skills/Compétences transférables,,,,,Leadership,Leadership/Leadership,,,Coaching and mentoring/Coaching et mentorat,,,,,
TRN4-J34,Active / Shown in catalogue,Transferable Skills/Compétences transférables,Job aid/Outil de travail,Coaching for Empowerment (TRN4-J34),This job aid serves to guide coaching conversations with peers that enable self-reflection and leadership development on the topic of empowerment.,https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J34&cm_locale=en,Le coaching pour autonomiser (TRN4-J34),Cet outil de travail aide à mener des conversations de coaching avec des pairs visant à stimuler la réflexion personnelle et le perfectionnement du leadership sur le thème de l'autonomisation.,https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J34&cm_locale=fr,CSPS/EFPC,CSPS website,Yes/Oui,"TRN402 - Coaching for Effective Leadership/Coaching pour un leadership efficace,*Other/Autre",Employees/Employés,,,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Transferable Skills/Compétences transférables,,,,,Leadership,Leadership/Leadership,,,Coaching and mentoring/Coaching et mentorat,,,,,
TRN4-J35,Active / Shown in catalogue,Transferable Skills/Compétences transférables,Job aid/Outil de travail,Coaching for Engagement (TRN4-J35),This job aid serves to guide coaching conversations with peers that enable self-reflection and leadership development on the topic of engagement.,https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J35&cm_locale=en,Le coaching pour l'engagement (TRN4-J35),Cet outil de travail aide à mener des conversations de coaching avec des pairs visant à stimuler la réflexion personnelle et le perfectionnement du leadership sur le thème de l'engagement.,https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J35&cm_locale=fr,CSPS/EFPC,CSPS website,Yes/Oui,"TRN402 - Coaching for Effective Leadership/Coaching pour un leadership efficace,*Other/Autre",Employees/Employés,,,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Transferable Skills/Compétences transférables,,,,,Leadership,Leadership/Leadership,,,Coaching and mentoring/Coaching et mentorat,,,,,
TRN4-J36,Active / Shown in catalogue,Transferable Skills/Compétences transférables,Job aid/Outil de travail,Coaching for Influence (TRN4-J36),This job aid serves to guide coaching conversations with peers that enable self-reflection and leadership development on the topic of influence.,https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J36&cm_locale=en,Le coaching pour influencer (TRN4-J36),Cet outil de travail aide à mener des conversations de coaching avec des pairs visant à stimuler la réflexion personnelle et le perfectionnement du leadership sur le thème de l'influence.,https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J36&cm_locale=fr,CSPS/EFPC,CSPS website,Yes/Oui,"TRN402 - Coaching for Effective Leadership/Coaching pour un leadership efficace,*Other/Autre",Employees/Employés,,,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Transferable Skills/Compétences transférables,,,,,Leadership,Leadership/Leadership,,,Coaching and mentoring/Coaching et mentorat,,,,,
TRN4-J37,Active / Shown in catalogue,Transferable Skills/Compétences transférables,Job aid/Outil de travail,Selecting and Sharing a Coaching Topic (TRN4-J37),"This job aid helps coachees to select and prepare to share a coaching topic,
particularly participants in the courses Introduction to Peer Coaching (TRN401)
and Coaching for Effective Leadership (TRN402). 

   ",https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J37&cm_locale=en,Choisir et communiquer un sujet de coaching (TRN4-J37),"Cet outil de travail vise à aider les personnes qui reçoivent du coaching à choisir un sujet de coaching et à se préparer à en discuter, en particulier les
participants au cours Introduction au coaching avec des pairs (TRN401) et
Coaching pour un leadership efficace (TRN402).  ",https://catalogue.csps-efpc.gc.ca/product?catalog=TRN4-J37&cm_locale=fr,CSPS/EFPC,CSPS website,Yes/Oui,"TRN402 - Coaching for Effective Leadership/Coaching pour un leadership efficace,TRN401 - Introduction to Peer Coaching/Introduction au coaching avec des pairs","Employees/Employés,Managers/Gestionnaires,Supervisors/Superviseurs,Executives/Cadres",,,10 minutes or less/10 minutes ou moins,Less than 10 minutes/Moin de 10 minutes,Transferable Skills/Compétences transférables,,,,,Leadership,"Leadership/Leadership,Communication/Communication,Working with others/Travailler ensemble","Interpersonal communication/Communication interpersonnelle,Presenting/Présentation",,"Coaching and mentoring/Coaching et mentorat,Self-awareness/Conscience de soi",,,"Collaboration and partnership/Collaboration et partenariat,Coaching and mentoring/Coaching et mentorat",,
